v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq
40000.0,0,6,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,15,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,a711554b0,0,3,1,3,.5,6,no,9,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,28,225,784,9,36,0,1.0,0.25,81,784
40000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0e0b899cb,2,2,0,4,yes,11,no,14,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,48,36,2304,16,121,4,1.7777778999999998,1.0,196,2304
40000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,11,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0e0b899cb,2,2,0,4,yes,11,no,14,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,18,121,324,16,121,4,1.7777778999999998,1.0,196,324
50000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,11,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0e0b899cb,2,2,0,4,yes,11,no,14,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,48,121,2304,16,121,4,1.7777778999999998,1.0,196,2304
50000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,5,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0e0b899cb,2,2,0,4,yes,11,no,14,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,12,25,144,16,121,4,1.7777778999999998,1.0,196,144
50000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,14,140000.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,713d63586,1,3,0,4,.33333334,no,14,13,0,0,0,0,0,0,0,1,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,28,196,784,16,0,1,1.7777778999999998,0.11111112,169,784
50000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,14,140000.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,713d63586,1,3,0,4,.33333334,no,14,13,0,0,0,0,0,0,0,1,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,27,196,729,16,0,1,1.7777778999999998,0.11111112,169,729
50000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,2,140000.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,713d63586,1,3,0,4,.33333334,no,14,13,0,1,0,0,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,10,4,100,16,0,1,1.7777778999999998,0.11111112,169,100
50000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,12,140000.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,713d63586,1,3,0,4,.33333334,no,14,13,0,0,0,0,0,0,1,0,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,23,144,529,16,0,1,1.7777778999999998,0.11111112,169,529
40000.0,0,6,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,7,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4885fbef1,0,1,1,1,8,7,no,7,0,0,0,1,0,0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,74,49,5476,1,49,0,0.11111112,64.0,49,5476
40000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ac1cf1b12,0,2,1,2,yes,no,6,8,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,66,36,4356,4,0,0,0.44444448,1.0,64,4356
40000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ac1cf1b12,0,2,1,2,yes,no,6,8,0,0,0,0,1,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,29,121,841,4,0,0,0.44444448,1.0,64,841
40000.0,1,2,1,1,1,0,0.0,2,0,2,1,3,4,3,3,6,6,6,11,90000.0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,f33a63d2e,3,3,0,6,yes,no,6,8,0,0,0,0,1,0,0,0,0,1,6.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,25,121,625,36,0,9,36.0,1.0,64,625
45000.0,1,2,1,1,1,0,0.0,2,0,2,1,3,4,3,3,6,6,6,8,90000.0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f33a63d2e,3,3,0,6,yes,no,6,8,0,0,0,1,0,0,0,0,0,1,6.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,24,64,576,36,0,9,36.0,1.0,64,576
45000.0,1,2,1,1,1,0,0.0,2,0,2,1,3,4,3,3,6,6,6,0,90000.0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,f33a63d2e,3,3,0,6,yes,no,6,8,1,0,0,0,0,0,0,0,0,1,6.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,2,0,4,36,0,9,36.0,1.0,64,4
45000.0,1,2,1,1,1,0,0.0,2,0,2,1,3,4,3,3,6,6,6,0,90000.0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,f33a63d2e,3,3,0,6,yes,no,6,8,1,0,0,0,0,0,0,0,0,1,6.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,36,0,9,36.0,1.0,64,0
45000.0,1,2,1,1,1,0,0.0,2,0,2,1,3,4,3,3,6,6,6,6,90000.0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f33a63d2e,3,3,0,6,yes,no,6,8,0,0,1,0,0,0,0,0,0,1,6.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,43,36,1849,36,0,9,36.0,1.0,64,1849
40000.0,1,2,1,1,1,0,0.0,2,0,2,1,3,4,3,3,6,6,6,0,90000.0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,f33a63d2e,3,3,0,6,yes,no,6,8,1,0,0,0,0,0,0,0,0,1,6.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,4,0,16,36,0,9,36.0,1.0,64,16
40000.0,0,5,0,1,1,0,0.0,0,2,2,0,3,3,0,5,5,5,5,7,130000.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,c68d5276f,1,4,0,5,.25,6,no,9,0,0,0,1,0,0,0,0,0,3,1.6666666,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,48,49,2304,25,36,1,2.7777777,0.0625,81,2304
40000.0,0,5,0,1,1,0,0.0,0,2,2,0,3,3,0,5,5,5,5,12,130000.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,c68d5276f,1,4,0,5,.25,6,no,9,0,0,0,0,0,0,1,0,0,3,1.6666666,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,23,144,529,25,36,1,2.7777777,0.0625,81,529
100000.0,0,5,0,1,1,0,0.0,0,2,2,0,3,3,0,5,5,5,5,8,130000.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,c68d5276f,1,4,0,5,.25,6,no,9,0,0,0,1,0,0,0,0,0,3,1.6666666,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,17,64,289,25,36,1,2.7777777,0.0625,81,289
350000.0,0,5,0,1,1,0,0.0,0,2,2,0,3,3,0,5,5,5,5,12,130000.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,c68d5276f,1,4,0,5,.25,6,no,9,0,0,0,0,0,0,1,0,0,3,1.6666666,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,21,144,441,25,36,1,2.7777777,0.0625,81,441
350000.0,0,5,0,1,1,0,0.0,0,2,2,0,3,3,0,5,5,5,5,6,130000.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c68d5276f,1,4,0,5,.25,6,no,9,0,0,1,0,0,0,0,0,0,3,1.6666666,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,60,36,3600,25,36,1,2.7777777,0.0625,81,3600
350000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39fc3fc6f,0,2,1,2,yes,6,no,4,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,65,36,4225,4,36,0,1.0,1.0,16,4225
294000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,3,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39fc3fc6f,0,2,1,2,yes,6,no,4,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,62,9,3844,4,36,0,1.0,1.0,16,3844
294000.0,0,5,0,1,1,0,0.0,1,1,2,0,3,3,1,4,5,5,5,6,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,abede0d0a,2,3,0,5,.66666669,6,no,7,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,13,36,169,25,36,4,2.7777777,0.44444448,49,169
55000.0,0,5,0,1,1,0,0.0,1,1,2,0,3,3,1,4,5,5,5,6,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,abede0d0a,2,3,0,5,.66666669,6,no,7,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,47,36,2209,25,36,4,2.7777777,0.44444448,49,2209
50000.0,0,5,0,1,1,0,0.0,1,1,2,0,3,3,1,4,5,5,5,6,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,abede0d0a,2,3,0,5,.66666669,6,no,7,0,0,1,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,46,36,2116,25,36,4,2.7777777,0.44444448,49,2116
50000.0,0,5,0,1,1,0,0.0,1,1,2,0,3,3,1,4,5,5,5,11,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,abede0d0a,2,3,0,5,.66666669,6,no,7,0,0,0,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,23,121,529,25,36,4,2.7777777,0.44444448,49,529
50000.0,0,5,0,1,1,0,0.0,1,1,2,0,3,3,1,4,5,5,5,2,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,abede0d0a,2,3,0,5,.66666669,6,no,7,0,1,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,8,4,64,25,36,4,2.7777777,0.44444448,49,64
50000.0,0,6,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,16,160000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0369a5d78,1,2,0,3,.5,11,no,13,0,0,0,0,0,0,0,1,0,2,1.5,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,37,256,1369,9,121,1,2.25,0.25,169,1369
45000.0,0,6,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,11,160000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0369a5d78,1,2,0,3,.5,11,no,13,0,0,0,0,1,0,0,0,0,2,1.5,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,38,121,1444,9,121,1,2.25,0.25,169,1444
45000.0,0,6,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,0,160000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0369a5d78,1,2,0,3,.5,11,no,13,1,0,0,0,0,0,0,0,0,2,1.5,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,10,0,100,9,121,1,2.25,0.25,169,100
45000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,95000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,f92cc1ebe,0,3,1,3,.5,8,no,4,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,47,36,2209,9,64,0,2.25,0.25,16,2209
150000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,8,95000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,f92cc1ebe,0,3,1,3,.5,8,no,4,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,54,64,2916,9,64,0,2.25,0.25,16,2916
150000.0,0,4,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,0,95000.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,f92cc1ebe,0,3,1,3,.5,8,no,4,1,0,0,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,75,0,5625,9,64,0,2.25,0.25,16,5625
150000.0,0,5,0,1,0,0,0.0,0,0,0,0,1,1,0,1,1,1,1,11,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,bbed86e18,0,1,0,1,no,no,11,11,0,0,0,0,1,0,0,0,0,3,0.33333334,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,61,121,3721,1,0,0,0.11111112,0.0,121,3721
150000.0,0,4,0,1,0,0,0.0,0,0,0,0,1,1,0,1,1,1,1,3,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0de07ca9a,0,1,0,1,no,no,3,3,0,1,0,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52,9,2704,1,0,0,0.25,0.0,9,2704
120000.0,0,3,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,6,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,b5ef58310,0,1,1,1,8,6,no,6,0,0,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,79,36,6241,1,36,0,1.0,64.0,36,6241
120000.0,0,2,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,6,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7534b04c6,0,1,0,1,no,6,no,6,0,0,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,33,36,1089,1,36,0,1.0,0.0,36,1089
250000.0,0,6,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,8,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8dae8c2c8,3,2,0,5,1.5,11,no,14,0,0,0,1,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,15,64,225,25,121,9,2.7777777,2.25,196,225
250000.0,0,6,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,11,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8dae8c2c8,3,2,0,5,1.5,11,no,14,0,0,0,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,19,121,361,25,121,9,2.7777777,2.25,196,361
150000.0,0,6,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,0,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8dae8c2c8,3,2,0,5,1.5,11,no,14,1,0,0,0,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,3,0,9,25,121,9,2.7777777,2.25,196,9
